               m,              E_elec (J),               E_mag (J),               E_cap (J),               E_ind (J)
 1.000000000e+00,        +6.671281904e-03,        +1.135797385e-05,        +0.000000000e+00,        +6.659848127e-03
 2.000000000e+00,        +6.671281904e-03,        +6.665129495e-03,        +0.000000000e+00,        +6.150904318e-06
 3.000000000e+00,        +6.671281904e-03,        +1.281070647e-07,        +0.000000000e+00,        +4.544990034e-10
 4.000000000e+00,        +6.671281904e-03,        +1.370368387e-07,        +0.000000000e+00,        +1.704698354e-09
 5.000000000e+00,        +6.671281904e-03,        +4.149618430e-07,        +0.000000000e+00,        +4.995899342e-08
 6.000000000e+00,        +6.671281904e-03,        +1.773270458e-07,        +0.000000000e+00,        +1.816522460e-09
