               m,             Re{f} (GHz),             Im{f} (GHz),                       Q,           Error (Bkwd.),            Error (Abs.)
 1.000000000e+00,        +1.526014889e+00,        +2.484887668e-15,        +3.070591296e+14,        +2.118832308e-17,        +1.584145824e-11
 2.000000000e+00,        +3.887370723e+00,        -4.021658261e-16,        +4.833044569e+15,        +4.190047529e-17,        +3.132691057e-11
 3.000000000e+00,        +1.021399772e+01,        -2.116379257e-11,        +2.413083026e+11,        +4.521787360e-13,        +3.380719088e-07
 4.000000000e+00,        +1.043786163e+01,        +8.998612860e-10,        +5.799705906e+09,        +9.529963581e-12,        +7.125087603e-06
 5.000000000e+00,        +1.084152451e+01,        +1.744209173e-13,        +3.107862485e+13,        +2.519230684e-14,        +1.883505691e-08
 6.000000000e+00,        +1.099752823e+01,        -7.212421392e-11,        +7.624019477e+10,        +2.217141543e-12,        +1.657648449e-06
 7.000000000e+00,        +1.121759220e+01,        -4.444849936e-10,        +1.261863996e+10,        +3.364439685e-12,        +2.515427342e-06
 8.000000000e+00,        +1.160935606e+01,        +1.059892595e-10,        +5.476666276e+10,        +1.683360668e-11,        +1.258566707e-05
 9.000000000e+00,        +1.177805216e+01,        -3.704464850e-10,        +1.589710341e+10,        +5.311352841e-11,        +3.971039723e-05
