               m,      Re{B_x[1]} (Wb/m²),      Im{B_x[1]} (Wb/m²),      Re{B_y[1]} (Wb/m²),      Im{B_y[1]} (Wb/m²),      Re{B_z[1]} (Wb/m²),      Im{B_z[1]} (Wb/m²),      Re{B_x[2]} (Wb/m²),      Im{B_x[2]} (Wb/m²),      Re{B_y[2]} (Wb/m²),      Im{B_y[2]} (Wb/m²),      Re{B_z[2]} (Wb/m²),      Im{B_z[2]} (Wb/m²),      Re{B_x[3]} (Wb/m²),      Im{B_x[3]} (Wb/m²),      Re{B_y[3]} (Wb/m²),      Im{B_y[3]} (Wb/m²),      Re{B_z[3]} (Wb/m²),      Im{B_z[3]} (Wb/m²)
 1.000000000e+00,        -7.170008175e-06,        +6.831460508e-06,        +4.297034938e-06,        -4.094141137e-06,        +1.797441141e-09,        -1.712563178e-09,        -2.764759408e-06,        +2.634214817e-06,        -5.644132575e-06,        +5.377631715e-06,        +1.864462632e-10,        -1.776130771e-10,        +3.974335681e-06,        -3.786678664e-06,        +7.538154950e-06,        -7.182224357e-06,        +1.125076412e-10,        -1.071519582e-10
 2.000000000e+00,        -5.605146848e-06,        -3.738329840e-06,        -4.372059227e-08,        -3.446549210e-08,        +2.457714680e-09,        +1.641339498e-09,        +9.491320814e-06,        +6.319783239e-06,        -7.412179319e-06,        -4.943562360e-06,        +7.577230084e-11,        +4.879526687e-11,        +5.141121462e-06,        +3.428055351e-06,        -6.343105284e-07,        -4.157077733e-07,        -8.814026050e-09,        -5.871878996e-09
 3.000000000e+00,        -3.675898945e-07,        -2.907289092e-06,        -9.212619478e-07,        -7.383300657e-06,        +5.313706906e-10,        +4.241914597e-09,        -1.179920481e-06,        -9.522405691e-06,        -4.929235177e-07,        -3.899280904e-06,        -2.725481218e-10,        -2.182826541e-09,        +1.996192157e-07,        +1.564273430e-06,        +1.229250919e-06,        +9.856426084e-06,        +5.546884628e-10,        +4.506370049e-09
 4.000000000e+00,        -1.670349188e-06,        -7.461271418e-07,        -5.300022312e-06,        -2.367463242e-06,        -2.212081934e-09,        -9.880881567e-10,        -1.074757100e-05,        -4.800825549e-06,        -3.762495377e-06,        -1.680667352e-06,        -1.757562773e-09,        -7.852440106e-10,        +3.346121641e-06,        +1.494676786e-06,        -5.176867237e-06,        -2.312451412e-06,        -8.401022819e-09,        -3.752620756e-09
