               m,             Re{f} (GHz),             Im{f} (GHz),                       Q,           Error (Bkwd.),            Error (Abs.)
 1.000000000e+00,        +1.784105812e+00,        +4.256119978e-09,        +2.095929886e+08,        +2.744219802e-11,        +6.992929674e-06
 2.000000000e+00,        +4.236676304e+00,        -2.555096286e-08,        +8.290639236e+07,        +1.188721930e-10,        +3.029150356e-05
 3.000000000e+00,        +8.296061308e+00,        -1.129428433e-09,        +3.672681274e+09,        +7.044258265e-11,        +1.795051123e-05
 4.000000000e+00,        +8.811356107e+00,        -6.961777780e-11,        +6.328380756e+10,        +7.047389946e-11,        +1.795849866e-05
 5.000000000e+00,        +9.171484046e+00,        -2.775716435e-09,        +1.652093119e+09,        +8.360383516e-11,        +2.130433836e-05
 6.000000000e+00,        +9.253442622e+00,        -2.817159809e-09,        +1.642335411e+09,        +1.140432914e-10,        +2.906107152e-05
 7.000000000e+00,        +9.464060329e+00,        -6.494989801e-10,        +7.285662194e+09,        +6.270994986e-11,        +1.598006020e-05
 8.000000000e+00,        +9.667000878e+00,        +1.650276171e-09,        +2.928903976e+09,        +7.338641996e-11,        +1.870069449e-05
