               m,             Re{f} (GHz),             Im{f} (GHz),                       Q,           Error (Bkwd.),            Error (Abs.)
 1.000000000e+00,        +2.247222710e+01,        -2.337820265e-10,        +4.806234987e+10,        +6.655979778e-11,        +5.781273116e-08
 2.000000000e+00,        +2.247229508e+01,        +1.332884345e-10,        +8.429949367e+10,        +6.175550716e-11,        +5.363980801e-08
 3.000000000e+00,        +2.348245030e+01,        -1.259100870e-10,        +9.325086994e+10,        +1.036021441e-10,        +9.007965539e-08
 4.000000000e+00,        +2.348256976e+01,        +4.497371015e-10,        +2.610699638e+10,        +2.591880090e-10,        +2.253579753e-07
 5.000000000e+00,        +2.456688939e+01,        -8.034455936e-10,        +1.528845860e+10,        +1.327420681e-10,        +1.155492504e-07
 6.000000000e+00,        +2.456691498e+01,        -8.692911651e-10,        +1.413042946e+10,        +1.303394127e-10,        +1.134577913e-07
 7.000000000e+00,        +2.538291123e+01,        +3.513161091e-10,        +3.612545876e+10,        +1.166017702e-10,        +1.015909149e-07
 8.000000000e+00,        +2.538293071e+01,        -7.132731859e-10,        +1.779327417e+10,        +1.316935239e-10,        +1.147398178e-07
