               m,             Re{f} (GHz),             Im{f} (GHz),                       Q,           Error (Bkwd.),            Error (Abs.)
 1.000000000e+00,        +1.707441654e+00,        -2.735119502e-09,        +3.121329164e+08,        +2.501892615e-11,        +7.536638013e-06
 2.000000000e+00,        +4.184873507e+00,        +5.147735367e-08,        +4.064771408e+07,        +7.865973704e-11,        +2.369527746e-05
 3.000000000e+00,        +8.845860386e+00,        -1.390071223e-09,        +3.181801134e+09,        +4.480125845e-11,        +1.349586858e-05
 4.000000000e+00,        +9.271015245e+00,        +2.220264878e-10,        +2.087817390e+10,        +3.984709767e-11,        +1.200348872e-05
 5.000000000e+00,        +9.432440938e+00,        +3.501095519e-09,        +1.347069922e+09,        +4.803572806e-11,        +1.447022345e-05
 6.000000000e+00,        +9.666430579e+00,        +3.316662333e-09,        +1.457252745e+09,        +4.939855689e-11,        +1.488076365e-05
