               m,             Re{f} (GHz),             Im{f} (GHz),                       Q,           Error (Bkwd.),            Error (Abs.)
 1.000000000e+00,        +9.635690415e+00,        +1.931923326e-11,        +2.493807670e+11,        +1.912928480e-11,        +1.593701252e-07
 2.000000000e+00,        +1.523532673e+01,        +9.399595066e-11,        +8.104246311e+10,        +3.477846416e-11,        +2.905168283e-07
 3.000000000e+00,        +1.523532815e+01,        -1.210582981e-10,        +6.292558372e+10,        +2.503353078e-11,        +2.091139487e-07
 4.000000000e+00,        +1.927124890e+01,        +3.243078121e-11,        +2.971135475e+11,        +6.153784947e-12,        +5.154100106e-08
 5.000000000e+00,        +2.154581314e+01,        -3.125063333e-10,        +3.447260239e+10,        +7.618715845e-11,        +6.392298188e-07
